Sample_ID,Experimental_group,taxa,RA,cycle,animal
250.2.16,Mock,Facklamia,6.03,2,250
250.2.16,Mock,Helcococcus,0.61,2,250
250.2.16,Mock,Other,5.4,2,250
250.2.16,Mock,Peptococcus,0.7,2,250
250.2.16,Mock,Peptoniphilus,10.05,2,250
250.2.16,Mock,Porphyromonadaceae.Family.,0.13,2,250
250.2.16,Mock,Porphyromonas,3.09,2,250
250.2.16,Mock,Proteus,0.01,2,250
250.2.16,Mock,Ruminococcaceae.Family.,0.37,2,250
250.2.16,Mock,Rummeliibacillus,0.08,2,250
250.2.16,Mock,Solibacillus,1.34,2,250
250.2.16,Mock,Staphylococcus,4.72,2,250
250.2.16,Mock,Streptococcaceae.Family.,0.01,2,250
250.2.16,Mock,Weissella,0,2,250
252.1.02,Mock,Acinetobacter,0.01,1,252
252.1.02,Mock,Actinomyces,3.18,1,252
252.1.02,Mock,Actinomycetales.Order.,0.49,1,252
252.1.02,Mock,Aerococcaceae(Family),3.95,1,252
252.1.02,Mock,Aerococcus,0.36,1,252
252.1.02,Mock,Allobaculum,1.37,1,252
252.1.02,Mock,Anaerococcus,9.67,1,252
252.1.02,Mock,Arcanobacterium,0.74,1,252
252.1.02,Mock,Bacteroidales_S24-7(Family),0.25,1,252
252.1.02,Mock,Chlamydia,0,1,252
252.1.02,Mock,Clostridiaceae.otu1,1.07,1,252
252.1.02,Mock,Clostridiaceae(Family),9.4,1,252
252.1.02,Mock,Corynebacterium,24.71,1,252
252.1.02,Mock,Enterococcus,0.09,1,252
252.1.02,Mock,Erysipelotrichacea_PSB-M-3,0.09,1,252
252.1.02,Mock,Escherichia,0,1,252
252.1.02,Mock,Facklamia,7.33,1,252
252.1.02,Mock,Helcococcus,0.2,1,252
252.1.02,Mock,Other,8,1,252
252.1.02,Mock,Peptococcus,0.8,1,252
252.1.02,Mock,Peptoniphilus,22.79,1,252
252.1.02,Mock,Porphyromonadaceae.Family.,0.26,1,252
252.1.02,Mock,Porphyromonas,2.23,1,252
252.1.02,Mock,Proteus,0,1,252
252.1.02,Mock,Ruminococcaceae.Family.,0.09,1,252
252.1.02,Mock,Rummeliibacillus,0.03,1,252
252.1.02,Mock,Solibacillus,0.04,1,252
252.1.02,Mock,Staphylococcus,2.69,1,252
252.1.02,Mock,Streptococcaceae.Family.,0.12,1,252
252.1.02,Mock,Weissella,0.01,1,252
252.1.05,Mock,Acinetobacter,0.33,1,252
252.1.05,Mock,Actinomyces,5.23,1,252
252.1.05,Mock,Actinomycetales.Order.,1.28,1,252
252.1.05,Mock,Aerococcaceae(Family),4.32,1,252
252.1.05,Mock,Aerococcus,3.26,1,252
252.1.05,Mock,Allobaculum,1.94,1,252
252.1.05,Mock,Anaerococcus,6.55,1,252
252.1.05,Mock,Arcanobacterium,1.48,1,252
252.1.05,Mock,Bacteroidales_S24-7(Family),0.28,1,252
252.1.05,Mock,Chlamydia,0,1,252
252.1.05,Mock,Clostridiaceae.otu1,1.17,1,252
252.1.05,Mock,Clostridiaceae(Family),14.92,1,252
252.1.05,Mock,Corynebacterium,23.97,1,252
252.1.05,Mock,Enterococcus,0.59,1,252
252.1.05,Mock,Erysipelotrichacea_PSB-M-3,1.09,1,252
252.1.05,Mock,Escherichia,0,1,252
252.1.05,Mock,Facklamia,6.05,1,252
252.1.05,Mock,Helcococcus,0.51,1,252
252.1.05,Mock,Other,14,1,252
252.1.05,Mock,Peptococcus,0.2,1,252
252.1.05,Mock,Peptoniphilus,2.53,1,252
252.1.05,Mock,Porphyromonadaceae.Family.,1.39,1,252
252.1.05,Mock,Porphyromonas,7.85,1,252
252.1.05,Mock,Proteus,0.19,1,252
252.1.05,Mock,Ruminococcaceae.Family.,0.19,1,252
252.1.05,Mock,Rummeliibacillus,0.06,1,252
252.1.05,Mock,Solibacillus,0.08,1,252
252.1.05,Mock,Staphylococcus,0.53,1,252
252.1.05,Mock,Streptococcaceae.Family.,0,1,252
252.1.05,Mock,Weissella,0.05,1,252
252.1.08,Mock,Acinetobacter,0.19,1,252
252.1.08,Mock,Actinomyces,5.52,1,252
252.1.08,Mock,Actinomycetales.Order.,0.58,1,252
252.1.08,Mock,Aerococcaceae(Family),1.95,1,252
252.1.08,Mock,Aerococcus,1.04,1,252
252.1.08,Mock,Allobaculum,0.76,1,252
252.1.08,Mock,Anaerococcus,24.64,1,252
252.1.08,Mock,Arcanobacterium,1.14,1,252
252.1.08,Mock,Bacteroidales_S24-7(Family),0.03,1,252
252.1.08,Mock,Chlamydia,0,1,252
252.1.08,Mock,Clostridiaceae.otu1,2.22,1,252
252.1.08,Mock,Clostridiaceae(Family),11.3,1,252
252.1.08,Mock,Corynebacterium,7.61,1,252
252.1.08,Mock,Enterococcus,0.27,1,252
252.1.08,Mock,Erysipelotrichacea_PSB-M-3,0.16,1,252
252.1.08,Mock,Escherichia,0,1,252
252.1.08,Mock,Facklamia,10.15,1,252
252.1.08,Mock,Helcococcus,0.64,1,252
252.1.08,Mock,Other,6.8,1,252
252.1.08,Mock,Peptococcus,1.1,1,252
252.1.08,Mock,Peptoniphilus,15.85,1,252
252.1.08,Mock,Porphyromonadaceae.Family.,0.79,1,252
252.1.08,Mock,Porphyromonas,5.62,1,252
252.1.08,Mock,Proteus,1.46,1,252
252.1.08,Mock,Ruminococcaceae.Family.,0.08,1,252
252.1.08,Mock,Rummeliibacillus,0.04,1,252
252.1.08,Mock,Solibacillus,0.05,1,252
252.1.08,Mock,Staphylococcus,0.01,1,252
252.1.08,Mock,Streptococcaceae.Family.,0.01,1,252
252.1.08,Mock,Weissella,0,1,252
252.1.11,Mock,Acinetobacter,1.43,1,252
252.1.11,Mock,Actinomyces,2.82,1,252
252.1.11,Mock,Actinomycetales.Order.,0.38,1,252
252.1.11,Mock,Aerococcaceae(Family),0.59,1,252
252.1.11,Mock,Aerococcus,4.86,1,252
252.1.11,Mock,Allobaculum,2.19,1,252
252.1.11,Mock,Anaerococcus,6.87,1,252
252.1.11,Mock,Arcanobacterium,0.77,1,252
252.1.11,Mock,Bacteroidales_S24-7(Family),0.25,1,252
252.1.11,Mock,Chlamydia,0,1,252
252.1.11,Mock,Clostridiaceae.otu1,0.62,1,252
252.1.11,Mock,Clostridiaceae(Family),11.06,1,252
252.1.11,Mock,Corynebacterium,31.55,1,252
252.1.11,Mock,Enterococcus,4.51,1,252
252.1.11,Mock,Erysipelotrichacea_PSB-M-3,0.93,1,252
252.1.11,Mock,Escherichia,0.01,1,252
252.1.11,Mock,Facklamia,5.01,1,252
252.1.11,Mock,Helcococcus,1.4,1,252
252.1.11,Mock,Other,9.6,1,252
252.1.11,Mock,Peptococcus,0.4,1,252
252.1.11,Mock,Peptoniphilus,4.88,1,252
252.1.11,Mock,Porphyromonadaceae.Family.,0.86,1,252
252.1.11,Mock,Porphyromonas,4.22,1,252
252.1.11,Mock,Proteus,0.01,1,252
252.1.11,Mock,Ruminococcaceae.Family.,0.1,1,252
252.1.11,Mock,Rummeliibacillus,2.19,1,252
252.1.11,Mock,Solibacillus,1.44,1,252
252.1.11,Mock,Staphylococcus,1.01,1,252
252.1.11,Mock,Streptococcaceae.Family.,0,1,252
252.1.11,Mock,Weissella,0,1,252
252.1.14,Mock,Acinetobacter,0.26,1,252
252.1.14,Mock,Actinomyces,7.59,1,252
252.1.14,Mock,Actinomycetales.Order.,1.81,1,252
252.1.14,Mock,Aerococcaceae(Family),3.64,1,252
252.1.14,Mock,Aerococcus,3.67,1,252
252.1.14,Mock,Allobaculum,1.28,1,252
252.1.14,Mock,Anaerococcus,11.53,1,252
252.1.14,Mock,Arcanobacterium,2.92,1,252
252.1.14,Mock,Bacteroidales_S24-7(Family),0.14,1,252
252.1.14,Mock,Chlamydia,0,1,252
252.1.14,Mock,Clostridiaceae.otu1,1.72,1,252
252.1.14,Mock,Clostridiaceae(Family),13.23,1,252
252.1.14,Mock,Corynebacterium,27.22,1,252
252.1.14,Mock,Enterococcus,0.21,1,252
252.1.14,Mock,Erysipelotrichacea_PSB-M-3,0.46,1,252
252.1.14,Mock,Escherichia,0,1,252
252.1.14,Mock,Facklamia,7.01,1,252
252.1.14,Mock,Helcococcus,0.12,1,252
252.1.14,Mock,Other,7.9,1,252
252.1.14,Mock,Peptococcus,0.3,1,252
252.1.14,Mock,Peptoniphilus,4.78,1,252
252.1.14,Mock,Porphyromonadaceae.Family.,0.63,1,252
252.1.14,Mock,Porphyromonas,2.78,1,252
252.1.14,Mock,Proteus,0,1,252
252.1.14,Mock,Ruminococcaceae.Family.,0.23,1,252
252.1.14,Mock,Rummeliibacillus,0.02,1,252
252.1.14,Mock,Solibacillus,0.12,1,252
252.1.14,Mock,Staphylococcus,0.42,1,252
252.1.14,Mock,Streptococcaceae.Family.,0,1,252
252.1.14,Mock,Weissella,0,1,252
252.1.16,Mock,Acinetobacter,0.09,1,252
252.1.16,Mock,Actinomyces,1.62,1,252
252.1.16,Mock,Actinomycetales.Order.,0.73,1,252
252.1.16,Mock,Aerococcaceae(Family),0.38,1,252
252.1.16,Mock,Aerococcus,2.27,1,252
252.1.16,Mock,Allobaculum,0.33,1,252
252.1.16,Mock,Anaerococcus,7.74,1,252
252.1.16,Mock,Arcanobacterium,1.22,1,252
252.1.16,Mock,Bacteroidales_S24-7(Family),0.15,1,252
252.1.16,Mock,Chlamydia,0,1,252
252.1.16,Mock,Clostridiaceae.otu1,0.54,1,252
252.1.16,Mock,Clostridiaceae(Family),1.6,1,252
252.1.16,Mock,Corynebacterium,45.82,1,252
252.1.16,Mock,Enterococcus,0.36,1,252
252.1.16,Mock,Erysipelotrichacea_PSB-M-3,0.09,1,252
252.1.16,Mock,Escherichia,0.01,1,252
252.1.16,Mock,Facklamia,7.44,1,252
252.1.16,Mock,Helcococcus,0.84,1,252
252.1.16,Mock,Other,3.4,1,252
252.1.16,Mock,Peptococcus,0.2,1,252
252.1.16,Mock,Peptoniphilus,21.22,1,252
252.1.16,Mock,Porphyromonadaceae.Family.,0.08,1,252
252.1.16,Mock,Porphyromonas,0.34,1,252
252.1.16,Mock,Proteus,0.16,1,252
252.1.16,Mock,Ruminococcaceae.Family.,0.1,1,252
252.1.16,Mock,Rummeliibacillus,0.11,1,252
252.1.16,Mock,Solibacillus,0.09,1,252
252.1.16,Mock,Staphylococcus,2.65,1,252
252.1.16,Mock,Streptococcaceae.Family.,0,1,252
252.1.16,Mock,Weissella,0.38,1,252
252.2.02,Mock,Acinetobacter,0.04,2,252
252.2.02,Mock,Actinomyces,3.49,2,252
252.2.02,Mock,Actinomycetales.Order.,1.41,2,252
252.2.02,Mock,Aerococcaceae(Family),5.4,2,252
252.2.02,Mock,Aerococcus,5.09,2,252
252.2.02,Mock,Allobaculum,6.03,2,252
252.2.02,Mock,Anaerococcus,3.76,2,252
252.2.02,Mock,Arcanobacterium,7.58,2,252
252.2.02,Mock,Bacteroidales_S24-7(Family),3.25,2,252
252.2.02,Mock,Chlamydia,0,2,252
252.2.02,Mock,Clostridiaceae.otu1,0.32,2,252
252.2.02,Mock,Clostridiaceae(Family),4.09,2,252
252.2.02,Mock,Corynebacterium,38.13,2,252
252.2.02,Mock,Enterococcus,0.12,2,252
252.2.02,Mock,Erysipelotrichacea_PSB-M-3,0.25,2,252
252.2.02,Mock,Escherichia,0.02,2,252
252.2.02,Mock,Facklamia,8.47,2,252
252.2.02,Mock,Helcococcus,0.4,2,252
252.2.02,Mock,Other,6.1,2,252
252.2.02,Mock,Peptococcus,0.2,2,252
252.2.02,Mock,Peptoniphilus,1.6,2,252
252.2.02,Mock,Porphyromonadaceae.Family.,0.4,2,252
252.2.02,Mock,Porphyromonas,2,2,252
252.2.02,Mock,Proteus,0.1,2,252
252.2.02,Mock,Ruminococcaceae.Family.,1.12,2,252
252.2.02,Mock,Rummeliibacillus,0,2,252
252.2.02,Mock,Solibacillus,0.32,2,252
252.2.02,Mock,Staphylococcus,0.31,2,252
252.2.02,Mock,Streptococcaceae.Family.,0,2,252
252.2.02,Mock,Weissella,0.01,2,252
252.2.05,Mock,Acinetobacter,0.35,2,252
252.2.05,Mock,Actinomyces,4.66,2,252
252.2.05,Mock,Actinomycetales.Order.,0.45,2,252
252.2.05,Mock,Aerococcaceae(Family),2.7,2,252
252.2.05,Mock,Aerococcus,3.07,2,252
252.2.05,Mock,Allobaculum,2.14,2,252
252.2.05,Mock,Anaerococcus,9.14,2,252
252.2.05,Mock,Arcanobacterium,2.81,2,252
252.2.05,Mock,Bacteroidales_S24-7(Family),1.24,2,252
252.2.05,Mock,Chlamydia,0,2,252
252.2.05,Mock,Clostridiaceae.otu1,0.73,2,252
252.2.05,Mock,Clostridiaceae(Family),12.63,2,252
252.2.05,Mock,Corynebacterium,17.95,2,252
252.2.05,Mock,Enterococcus,0.37,2,252
252.2.05,Mock,Erysipelotrichacea_PSB-M-3,0.28,2,252
252.2.05,Mock,Escherichia,0.11,2,252
252.2.05,Mock,Facklamia,7.77,2,252
252.2.05,Mock,Helcococcus,0.78,2,252
252.2.05,Mock,Other,8.4,2,252
252.2.05,Mock,Peptococcus,0.9,2,252
252.2.05,Mock,Peptoniphilus,10.78,2,252
252.2.05,Mock,Porphyromonadaceae.Family.,0.75,2,252
252.2.05,Mock,Porphyromonas,1.9,2,252
252.2.05,Mock,Proteus,8.22,2,252
252.2.05,Mock,Ruminococcaceae.Family.,0.45,2,252
252.2.05,Mock,Rummeliibacillus,0.18,2,252
252.2.05,Mock,Solibacillus,0.07,2,252
252.2.05,Mock,Staphylococcus,0.98,2,252
252.2.05,Mock,Streptococcaceae.Family.,0.06,2,252
252.2.05,Mock,Weissella,0.13,2,252
252.2.08,Mock,Acinetobacter,0.03,2,252
252.2.08,Mock,Actinomyces,2.68,2,252
252.2.08,Mock,Actinomycetales.Order.,0.56,2,252
252.2.08,Mock,Aerococcaceae(Family),2.87,2,252
252.2.08,Mock,Aerococcus,2.65,2,252
252.2.08,Mock,Allobaculum,3.52,2,252
252.2.08,Mock,Anaerococcus,12.08,2,252
252.2.08,Mock,Arcanobacterium,0.95,2,252
252.2.08,Mock,Bacteroidales_S24-7(Family),0.33,2,252
252.2.08,Mock,Chlamydia,0,2,252
252.2.08,Mock,Clostridiaceae.otu1,0.59,2,252
252.2.08,Mock,Clostridiaceae(Family),7.51,2,252
252.2.08,Mock,Corynebacterium,36.41,2,252
252.2.08,Mock,Enterococcus,0,2,252
252.2.08,Mock,Erysipelotrichacea_PSB-M-3,0.47,2,252
252.2.08,Mock,Escherichia,0,2,252
252.2.08,Mock,Facklamia,8.2,2,252
252.2.08,Mock,Helcococcus,2.59,2,252
252.2.08,Mock,Other,5.6,2,252
252.2.08,Mock,Peptococcus,0.9,2,252
252.2.08,Mock,Peptoniphilus,10.32,2,252
252.2.08,Mock,Porphyromonadaceae.Family.,0.2,2,252
252.2.08,Mock,Porphyromonas,0.59,2,252
252.2.08,Mock,Proteus,0.11,2,252
252.2.08,Mock,Ruminococcaceae.Family.,0.59,2,252
252.2.08,Mock,Rummeliibacillus,0.03,2,252
252.2.08,Mock,Solibacillus,0,2,252
252.2.08,Mock,Staphylococcus,0.22,2,252
252.2.08,Mock,Streptococcaceae.Family.,0,2,252
252.2.08,Mock,Weissella,0,2,252
252.2.11,Mock,Acinetobacter,0.05,2,252
252.2.11,Mock,Actinomyces,3.1,2,252
252.2.11,Mock,Actinomycetales.Order.,0.34,2,252
252.2.11,Mock,Aerococcaceae(Family),4.53,2,252
252.2.11,Mock,Aerococcus,3.73,2,252
252.2.11,Mock,Allobaculum,9.62,2,252
252.2.11,Mock,Anaerococcus,6.48,2,252
252.2.11,Mock,Arcanobacterium,1.97,2,252
252.2.11,Mock,Bacteroidales_S24-7(Family),5.82,2,252
252.2.11,Mock,Chlamydia,0,2,252
252.2.11,Mock,Clostridiaceae.otu1,2.07,2,252
252.2.11,Mock,Clostridiaceae(Family),11.08,2,252
252.2.11,Mock,Corynebacterium,16.85,2,252
252.2.11,Mock,Enterococcus,0.08,2,252
252.2.11,Mock,Erysipelotrichacea_PSB-M-3,1.51,2,252
252.2.11,Mock,Escherichia,0,2,252
252.2.11,Mock,Facklamia,5.13,2,252
252.2.11,Mock,Helcococcus,1.11,2,252
252.2.11,Mock,Other,16,2,252
252.2.11,Mock,Peptococcus,0.4,2,252
252.2.11,Mock,Peptoniphilus,3.9,2,252
252.2.11,Mock,Porphyromonadaceae.Family.,1.05,2,252
252.2.11,Mock,Porphyromonas,2.3,2,252
252.2.11,Mock,Proteus,0.02,2,252
252.2.11,Mock,Ruminococcaceae.Family.,2.13,2,252
252.2.11,Mock,Rummeliibacillus,0.02,2,252
252.2.11,Mock,Solibacillus,0.2,2,252
252.2.11,Mock,Staphylococcus,0.51,2,252
252.2.11,Mock,Streptococcaceae.Family.,0,2,252
252.2.11,Mock,Weissella,0.05,2,252
252.2.14,Mock,Acinetobacter,0.12,2,252
252.2.14,Mock,Actinomyces,2.13,2,252
252.2.14,Mock,Actinomycetales.Order.,0.6,2,252
252.2.14,Mock,Aerococcaceae(Family),2.09,2,252
252.2.14,Mock,Aerococcus,9.61,2,252
252.2.14,Mock,Allobaculum,4.2,2,252
252.2.14,Mock,Anaerococcus,9.47,2,252
252.2.14,Mock,Arcanobacterium,0.97,2,252
252.2.14,Mock,Bacteroidales_S24-7(Family),0.46,2,252
252.2.14,Mock,Chlamydia,0,2,252
252.2.14,Mock,Clostridiaceae.otu1,1.19,2,252
252.2.14,Mock,Clostridiaceae(Family),16.02,2,252
252.2.14,Mock,Corynebacterium,19.99,2,252
252.2.14,Mock,Enterococcus,0.22,2,252
252.2.14,Mock,Erysipelotrichacea_PSB-M-3,0.51,2,252
252.2.14,Mock,Escherichia,0.03,2,252
252.2.14,Mock,Facklamia,8.74,2,252
252.2.14,Mock,Helcococcus,0.84,2,252
252.2.14,Mock,Other,7.7,2,252
252.2.14,Mock,Peptococcus,0.6,2,252
252.2.14,Mock,Peptoniphilus,7.06,2,252
252.2.14,Mock,Porphyromonadaceae.Family.,0.66,2,252
252.2.14,Mock,Porphyromonas,4.77,2,252
252.2.14,Mock,Proteus,0.08,2,252
252.2.14,Mock,Ruminococcaceae.Family.,0.65,2,252
252.2.14,Mock,Rummeliibacillus,0.12,2,252
252.2.14,Mock,Solibacillus,0.36,2,252
252.2.14,Mock,Staphylococcus,0.74,2,252
252.2.14,Mock,Streptococcaceae.Family.,0.01,2,252
252.2.14,Mock,Weissella,0.02,2,252
252.2.16,Mock,Acinetobacter,0.18,2,252
252.2.16,Mock,Actinomyces,1.51,2,252
252.2.16,Mock,Actinomycetales.Order.,0.19,2,252
252.2.16,Mock,Aerococcaceae(Family),1.79,2,252
252.2.16,Mock,Aerococcus,9.09,2,252
252.2.16,Mock,Allobaculum,7.12,2,252
252.2.16,Mock,Anaerococcus,8.99,2,252
252.2.16,Mock,Arcanobacterium,1.23,2,252
252.2.16,Mock,Bacteroidales_S24-7(Family),0.85,2,252
252.2.16,Mock,Chlamydia,0,2,252
252.2.16,Mock,Clostridiaceae.otu1,0.56,2,252
252.2.16,Mock,Clostridiaceae(Family),11.29,2,252
252.2.16,Mock,Corynebacterium,24.83,2,252
252.2.16,Mock,Enterococcus,0.07,2,252
252.2.16,Mock,Erysipelotrichacea_PSB-M-3,0.72,2,252
252.2.16,Mock,Escherichia,0.06,2,252
252.2.16,Mock,Facklamia,8.26,2,252
252.2.16,Mock,Helcococcus,1.01,2,252
252.2.16,Mock,Other,8.5,2,252
252.2.16,Mock,Peptococcus,0.6,2,252
252.2.16,Mock,Peptoniphilus,7.8,2,252
252.2.16,Mock,Porphyromonadaceae.Family.,0.39,2,252
252.2.16,Mock,Porphyromonas,2.53,2,252
252.2.16,Mock,Proteus,0.05,2,252
252.2.16,Mock,Ruminococcaceae.Family.,1,2,252
252.2.16,Mock,Rummeliibacillus,0.11,2,252
252.2.16,Mock,Solibacillus,0.28,2,252
252.2.16,Mock,Staphylococcus,1,2,252
252.2.16,Mock,Streptococcaceae.Family.,0.02,2,252
252.2.16,Mock,Weissella,0.05,2,252
255.1.02,Mock,Acinetobacter,0.55,1,255
255.1.02,Mock,Actinomyces,4.3,1,255
255.1.02,Mock,Actinomycetales.Order.,0.53,1,255
255.1.02,Mock,Aerococcaceae(Family),1.06,1,255
255.1.02,Mock,Aerococcus,4.66,1,255
255.1.02,Mock,Allobaculum,5.57,1,255
255.1.02,Mock,Anaerococcus,4.18,1,255
255.1.02,Mock,Arcanobacterium,1.11,1,255
255.1.02,Mock,Bacteroidales_S24-7(Family),0.37,1,255
255.1.02,Mock,Chlamydia,0,1,255
255.1.02,Mock,Clostridiaceae.otu1,0.64,1,255
255.1.02,Mock,Clostridiaceae(Family),10.77,1,255
255.1.02,Mock,Corynebacterium,35.47,1,255
255.1.02,Mock,Enterococcus,2.03,1,255
255.1.02,Mock,Erysipelotrichacea_PSB-M-3,1.07,1,255
255.1.02,Mock,Escherichia,0,1,255
255.1.02,Mock,Facklamia,5.45,1,255
255.1.02,Mock,Helcococcus,0.36,1,255
255.1.02,Mock,Other,7.3,1,255
255.1.02,Mock,Peptococcus,0.3,1,255
255.1.02,Mock,Peptoniphilus,6.36,1,255
255.1.02,Mock,Porphyromonadaceae.Family.,0.63,1,255
255.1.02,Mock,Porphyromonas,2.89,1,255
255.1.02,Mock,Proteus,0.03,1,255
255.1.02,Mock,Ruminococcaceae.Family.,0.52,1,255
255.1.02,Mock,Rummeliibacillus,1.07,1,255
255.1.02,Mock,Solibacillus,0.24,1,255
255.1.02,Mock,Staphylococcus,2.33,1,255
255.1.02,Mock,Streptococcaceae.Family.,0.01,1,255
255.1.02,Mock,Weissella,0.16,1,255
255.1.05,Mock,Acinetobacter,0.18,1,255
255.1.05,Mock,Actinomyces,3.5,1,255
255.1.05,Mock,Actinomycetales.Order.,0.7,1,255
255.1.05,Mock,Aerococcaceae(Family),5.88,1,255
255.1.05,Mock,Aerococcus,7.22,1,255
255.1.05,Mock,Allobaculum,4.29,1,255
255.1.05,Mock,Anaerococcus,6.25,1,255
255.1.05,Mock,Arcanobacterium,1.18,1,255
255.1.05,Mock,Bacteroidales_S24-7(Family),0.33,1,255
255.1.05,Mock,Chlamydia,0,1,255
255.1.05,Mock,Clostridiaceae.otu1,0.83,1,255
255.1.05,Mock,Clostridiaceae(Family),7.72,1,255
255.1.05,Mock,Corynebacterium,30.46,1,255
255.1.05,Mock,Enterococcus,0.46,1,255
255.1.05,Mock,Erysipelotrichacea_PSB-M-3,0.51,1,255
255.1.05,Mock,Escherichia,0,1,255
255.1.05,Mock,Facklamia,11.33,1,255
255.1.05,Mock,Helcococcus,0.46,1,255
255.1.05,Mock,Other,6.7,1,255
255.1.05,Mock,Peptococcus,0.3,1,255
255.1.05,Mock,Peptoniphilus,5.55,1,255
255.1.05,Mock,Porphyromonadaceae.Family.,0.7,1,255
255.1.05,Mock,Porphyromonas,2.62,1,255
255.1.05,Mock,Proteus,0,1,255
255.1.05,Mock,Ruminococcaceae.Family.,0.25,1,255
255.1.05,Mock,Rummeliibacillus,0.35,1,255
255.1.05,Mock,Solibacillus,0.4,1,255
255.1.05,Mock,Staphylococcus,1.89,1,255
255.1.05,Mock,Streptococcaceae.Family.,0,1,255
255.1.05,Mock,Weissella,0,1,255
255.1.08,Mock,Acinetobacter,0.9,1,255
255.1.08,Mock,Actinomyces,5.49,1,255
255.1.08,Mock,Actinomycetales.Order.,0.24,1,255
255.1.08,Mock,Aerococcaceae(Family),3.6,1,255
255.1.08,Mock,Aerococcus,8.04,1,255
255.1.08,Mock,Allobaculum,2.28,1,255
255.1.08,Mock,Anaerococcus,4.86,1,255
255.1.08,Mock,Arcanobacterium,1.26,1,255
255.1.08,Mock,Bacteroidales_S24-7(Family),0.33,1,255
255.1.08,Mock,Chlamydia,0,1,255
255.1.08,Mock,Clostridiaceae.otu1,0.9,1,255
255.1.08,Mock,Clostridiaceae(Family),10.65,1,255
255.1.08,Mock,Corynebacterium,25.68,1,255
255.1.08,Mock,Enterococcus,3.66,1,255
255.1.08,Mock,Erysipelotrichacea_PSB-M-3,0.81,1,255
255.1.08,Mock,Escherichia,0,1,255
255.1.08,Mock,Facklamia,6.6,1,255
255.1.08,Mock,Helcococcus,0.9,1,255
255.1.08,Mock,Other,6.8,1,255
255.1.08,Mock,Peptococcus,0.5,1,255
255.1.08,Mock,Peptoniphilus,6.15,1,255
255.1.08,Mock,Porphyromonadaceae.Family.,0.93,1,255
255.1.08,Mock,Porphyromonas,4.35,1,255
255.1.08,Mock,Proteus,0.21,1,255
255.1.08,Mock,Ruminococcaceae.Family.,0.51,1,255
255.1.08,Mock,Rummeliibacillus,0.57,1,255
255.1.08,Mock,Solibacillus,0.33,1,255
255.1.08,Mock,Staphylococcus,3.42,1,255
255.1.08,Mock,Streptococcaceae.Family.,0.03,1,255
255.1.08,Mock,Weissella,0.06,1,255
255.1.11,Mock,Acinetobacter,0.39,1,255
255.1.11,Mock,Actinomyces,3.17,1,255
255.1.11,Mock,Actinomycetales.Order.,0.14,1,255
255.1.11,Mock,Aerococcaceae(Family),3.28,1,255
255.1.11,Mock,Aerococcus,8.72,1,255
255.1.11,Mock,Allobaculum,2.64,1,255
255.1.11,Mock,Anaerococcus,9.31,1,255
255.1.11,Mock,Arcanobacterium,1.05,1,255
255.1.11,Mock,Bacteroidales_S24-7(Family),0.16,1,255
255.1.11,Mock,Chlamydia,0,1,255
255.1.11,Mock,Clostridiaceae.otu1,0.39,1,255
255.1.11,Mock,Clostridiaceae(Family),5.08,1,255
255.1.11,Mock,Corynebacterium,29.79,1,255
255.1.11,Mock,Enterococcus,2.39,1,255
255.1.11,Mock,Erysipelotrichacea_PSB-M-3,0.23,1,255
255.1.11,Mock,Escherichia,0,1,255
255.1.11,Mock,Facklamia,10.57,1,255
255.1.11,Mock,Helcococcus,1.5,1,255
255.1.11,Mock,Other,3.9,1,255
255.1.11,Mock,Peptococcus,0.9,1,255
255.1.11,Mock,Peptoniphilus,9.25,1,255
255.1.11,Mock,Porphyromonadaceae.Family.,0.66,1,255
255.1.11,Mock,Porphyromonas,3.51,1,255
255.1.11,Mock,Proteus,0.52,1,255
255.1.11,Mock,Ruminococcaceae.Family.,0.71,1,255
255.1.11,Mock,Rummeliibacillus,0.46,1,255
255.1.11,Mock,Solibacillus,0.39,1,255
255.1.11,Mock,Staphylococcus,0.64,1,255
255.1.11,Mock,Streptococcaceae.Family.,0,1,255
255.1.11,Mock,Weissella,0.18,1,255
255.1.14,Mock,Acinetobacter,0.26,1,255
255.1.14,Mock,Actinomyces,0.92,1,255
255.1.14,Mock,Actinomycetales.Order.,0.1,1,255
255.1.14,Mock,Aerococcaceae(Family),0.41,1,255
255.1.14,Mock,Aerococcus,0.62,1,255
255.1.14,Mock,Allobaculum,1.75,1,255
255.1.14,Mock,Anaerococcus,4.88,1,255
255.1.14,Mock,Arcanobacterium,0.77,1,255
255.1.14,Mock,Bacteroidales_S24-7(Family),0,1,255
255.1.14,Mock,Chlamydia,0,1,255
255.1.14,Mock,Clostridiaceae.otu1,0.57,1,255
255.1.14,Mock,Clostridiaceae(Family),17.21,1,255
255.1.14,Mock,Corynebacterium,29.09,1,255
255.1.14,Mock,Enterococcus,0.67,1,255
255.1.14,Mock,Erysipelotrichacea_PSB-M-3,2,1,255
255.1.14,Mock,Escherichia,0,1,255
255.1.14,Mock,Facklamia,4.73,1,255
255.1.14,Mock,Helcococcus,0.21,1,255
255.1.14,Mock,Other,5.6,1,255
255.1.14,Mock,Peptococcus,0.4,1,255
255.1.14,Mock,Peptoniphilus,18.81,1,255
255.1.14,Mock,Porphyromonadaceae.Family.,1.18,1,255
255.1.14,Mock,Porphyromonas,7.25,1,255
255.1.14,Mock,Proteus,0.21,1,255
