Sample_ID,Experimental_group,taxa,RA,cycle,animal
254.2.08,Non-infected,Aerococcus,6.11,2,254
254.2.08,Non-infected,Allobaculum,5.9,2,254
254.2.08,Non-infected,Anaerococcus,10.03,2,254
254.2.08,Non-infected,Arcanobacterium,3,2,254
254.2.08,Non-infected,Bacteroidales_S24-7(Family),1.77,2,254
254.2.08,Non-infected,Chlamydia,0,2,254
254.2.08,Non-infected,Clostridiaceae.otu1,0.83,2,254
254.2.08,Non-infected,Clostridiaceae(Family),5.4,2,254
254.2.08,Non-infected,Corynebacterium,18.29,2,254
254.2.08,Non-infected,Enterococcus,1.82,2,254
254.2.08,Non-infected,Erysipelotrichacea_PSB-M-3,0.53,2,254
254.2.08,Non-infected,Escherichia,0.22,2,254
254.2.08,Non-infected,Facklamia,3.74,2,254
254.2.08,Non-infected,Helcococcus,2,2,254
254.2.08,Non-infected,Other,12.8,2,254
254.2.08,Non-infected,Peptococcus,1.6,2,254
254.2.08,Non-infected,Peptoniphilus,7.05,2,254
254.2.08,Non-infected,Porphyromonadaceae.Family.,0.47,2,254
254.2.08,Non-infected,Porphyromonas,2.73,2,254
254.2.08,Non-infected,Proteus,6.75,2,254
254.2.08,Non-infected,Ruminococcaceae.Family.,0.7,2,254
254.2.08,Non-infected,Rummeliibacillus,0.33,2,254
254.2.08,Non-infected,Solibacillus,0.58,2,254
254.2.08,Non-infected,Staphylococcus,1.05,2,254
254.2.08,Non-infected,Streptococcaceae.Family.,0,2,254
254.2.08,Non-infected,Weissella,0,2,254
254.2.11,Non-infected,Acinetobacter,1.24,2,254
254.2.11,Non-infected,Actinomyces,2.48,2,254
254.2.11,Non-infected,Actinomycetales.Order.,0.64,2,254
254.2.11,Non-infected,Aerococcaceae(Family),0.37,2,254
254.2.11,Non-infected,Aerococcus,8.68,2,254
254.2.11,Non-infected,Allobaculum,3.26,2,254
254.2.11,Non-infected,Anaerococcus,6.82,2,254
254.2.11,Non-infected,Arcanobacterium,1.41,2,254
254.2.11,Non-infected,Bacteroidales_S24-7(Family),1.1,2,254
254.2.11,Non-infected,Chlamydia,0,2,254
254.2.11,Non-infected,Clostridiaceae.otu1,0.46,2,254
254.2.11,Non-infected,Clostridiaceae(Family),7.63,2,254
254.2.11,Non-infected,Corynebacterium,29.51,2,254
254.2.11,Non-infected,Enterococcus,1.31,2,254
254.2.11,Non-infected,Erysipelotrichacea_PSB-M-3,0.68,2,254
254.2.11,Non-infected,Escherichia,0,2,254
254.2.11,Non-infected,Facklamia,4.48,2,254
254.2.11,Non-infected,Helcococcus,1.86,2,254
254.2.11,Non-infected,Other,8.8,2,254
254.2.11,Non-infected,Peptococcus,0.7,2,254
254.2.11,Non-infected,Peptoniphilus,6.64,2,254
254.2.11,Non-infected,Porphyromonadaceae.Family.,0.33,2,254
254.2.11,Non-infected,Porphyromonas,2.85,2,254
254.2.11,Non-infected,Proteus,0.13,2,254
254.2.11,Non-infected,Ruminococcaceae.Family.,0.86,2,254
254.2.11,Non-infected,Rummeliibacillus,0.31,2,254
254.2.11,Non-infected,Solibacillus,1.33,2,254
254.2.11,Non-infected,Staphylococcus,6.11,2,254
254.2.11,Non-infected,Streptococcaceae.Family.,0,2,254
254.2.11,Non-infected,Weissella,0,2,254
254.2.14,Non-infected,Acinetobacter,0.74,2,254
254.2.14,Non-infected,Actinomyces,2.45,2,254
254.2.14,Non-infected,Actinomycetales.Order.,1.24,2,254
254.2.14,Non-infected,Aerococcaceae(Family),0.19,2,254
254.2.14,Non-infected,Aerococcus,3.33,2,254
254.2.14,Non-infected,Allobaculum,1.91,2,254
254.2.14,Non-infected,Anaerococcus,5.18,2,254
254.2.14,Non-infected,Arcanobacterium,2.69,2,254
254.2.14,Non-infected,Bacteroidales_S24-7(Family),0.76,2,254
254.2.14,Non-infected,Chlamydia,0,2,254
254.2.14,Non-infected,Clostridiaceae.otu1,0.7,2,254
254.2.14,Non-infected,Clostridiaceae(Family),15.63,2,254
254.2.14,Non-infected,Corynebacterium,30.42,2,254
254.2.14,Non-infected,Enterococcus,0.57,2,254
254.2.14,Non-infected,Erysipelotrichacea_PSB-M-3,0.7,2,254
254.2.14,Non-infected,Escherichia,0.03,2,254
254.2.14,Non-infected,Facklamia,2.61,2,254
254.2.14,Non-infected,Helcococcus,1.69,2,254
254.2.14,Non-infected,Other,8,2,254
254.2.14,Non-infected,Peptococcus,0.8,2,254
254.2.14,Non-infected,Peptoniphilus,10.84,2,254
254.2.14,Non-infected,Porphyromonadaceae.Family.,0.47,2,254
254.2.14,Non-infected,Porphyromonas,5.6,2,254
254.2.14,Non-infected,Proteus,0.12,2,254
254.2.14,Non-infected,Ruminococcaceae.Family.,0.28,2,254
254.2.14,Non-infected,Rummeliibacillus,0.09,2,254
254.2.14,Non-infected,Solibacillus,0.51,2,254
254.2.14,Non-infected,Staphylococcus,2.45,2,254
254.2.14,Non-infected,Streptococcaceae.Family.,0,2,254
254.2.14,Non-infected,Weissella,0,2,254
254.2.16,Non-infected,Acinetobacter,1.17,2,254
254.2.16,Non-infected,Actinomyces,2.4,2,254
254.2.16,Non-infected,Actinomycetales.Order.,0.79,2,254
254.2.16,Non-infected,Aerococcaceae(Family),0.32,2,254
254.2.16,Non-infected,Aerococcus,4.38,2,254
254.2.16,Non-infected,Allobaculum,3.14,2,254
254.2.16,Non-infected,Anaerococcus,6.81,2,254
254.2.16,Non-infected,Arcanobacterium,2.13,2,254
254.2.16,Non-infected,Bacteroidales_S24-7(Family),1.2,2,254
254.2.16,Non-infected,Chlamydia,0,2,254
254.2.16,Non-infected,Clostridiaceae.otu1,0.38,2,254
254.2.16,Non-infected,Clostridiaceae(Family),11.13,2,254
254.2.16,Non-infected,Corynebacterium,28.4,2,254
254.2.16,Non-infected,Enterococcus,1.06,2,254
254.2.16,Non-infected,Erysipelotrichacea_PSB-M-3,0.66,2,254
254.2.16,Non-infected,Escherichia,0,2,254
254.2.16,Non-infected,Facklamia,3.85,2,254
254.2.16,Non-infected,Helcococcus,1.52,2,254
254.2.16,Non-infected,Other,10.8,2,254
254.2.16,Non-infected,Peptococcus,1,2,254
254.2.16,Non-infected,Peptoniphilus,8.88,2,254
254.2.16,Non-infected,Porphyromonadaceae.Family.,0.39,2,254
254.2.16,Non-infected,Porphyromonas,5.66,2,254
254.2.16,Non-infected,Proteus,0.04,2,254
254.2.16,Non-infected,Ruminococcaceae.Family.,0.35,2,254
254.2.16,Non-infected,Rummeliibacillus,0.13,2,254
254.2.16,Non-infected,Solibacillus,1.19,2,254
254.2.16,Non-infected,Staphylococcus,2.26,2,254
254.2.16,Non-infected,Streptococcaceae.Family.,0,2,254
254.2.16,Non-infected,Weissella,0.01,2,254
256.1.02,Non-infected,Acinetobacter,1.47,1,256
256.1.02,Non-infected,Actinomyces,0.91,1,256
256.1.02,Non-infected,Actinomycetales.Order.,1.47,1,256
256.1.02,Non-infected,Aerococcaceae(Family),0.78,1,256
256.1.02,Non-infected,Aerococcus,7.92,1,256
256.1.02,Non-infected,Allobaculum,10.78,1,256
256.1.02,Non-infected,Anaerococcus,9.81,1,256
256.1.02,Non-infected,Arcanobacterium,0.86,1,256
256.1.02,Non-infected,Bacteroidales_S24-7(Family),4.27,1,256
256.1.02,Non-infected,Chlamydia,0,1,256
256.1.02,Non-infected,Clostridiaceae.otu1,0.61,1,256
256.1.02,Non-infected,Clostridiaceae(Family),2.19,1,256
256.1.02,Non-infected,Corynebacterium,32.47,1,256
256.1.02,Non-infected,Enterococcus,1.9,1,256
256.1.02,Non-infected,Erysipelotrichacea_PSB-M-3,0.13,1,256
256.1.02,Non-infected,Escherichia,0.11,1,256
256.1.02,Non-infected,Facklamia,4.86,1,256
256.1.02,Non-infected,Helcococcus,0.88,1,256
256.1.02,Non-infected,Other,10.2,1,256
256.1.02,Non-infected,Peptococcus,0.2,1,256
256.1.02,Non-infected,Peptoniphilus,4.82,1,256
256.1.02,Non-infected,Porphyromonadaceae.Family.,0.11,1,256
256.1.02,Non-infected,Porphyromonas,0.57,1,256
256.1.02,Non-infected,Proteus,0.04,1,256
256.1.02,Non-infected,Ruminococcaceae.Family.,1.24,1,256
256.1.02,Non-infected,Rummeliibacillus,0.08,1,256
256.1.02,Non-infected,Solibacillus,0.74,1,256
256.1.02,Non-infected,Staphylococcus,0.53,1,256
256.1.02,Non-infected,Streptococcaceae.Family.,0.04,1,256
256.1.02,Non-infected,Weissella,0,1,256
256.1.05,Non-infected,Acinetobacter,2.07,1,256
256.1.05,Non-infected,Actinomyces,0.37,1,256
256.1.05,Non-infected,Actinomycetales.Order.,1.14,1,256
256.1.05,Non-infected,Aerococcaceae(Family),0.65,1,256
256.1.05,Non-infected,Aerococcus,3.83,1,256
256.1.05,Non-infected,Allobaculum,22.72,1,256
256.1.05,Non-infected,Anaerococcus,4.41,1,256
256.1.05,Non-infected,Arcanobacterium,0.53,1,256
256.1.05,Non-infected,Bacteroidales_S24-7(Family),15.56,1,256
256.1.05,Non-infected,Chlamydia,0,1,256
256.1.05,Non-infected,Clostridiaceae.otu1,0.39,1,256
256.1.05,Non-infected,Clostridiaceae(Family),1.98,1,256
256.1.05,Non-infected,Corynebacterium,12.85,1,256
256.1.05,Non-infected,Enterococcus,0.88,1,256
256.1.05,Non-infected,Erysipelotrichacea_PSB-M-3,0.21,1,256
256.1.05,Non-infected,Escherichia,0,1,256
256.1.05,Non-infected,Facklamia,1.96,1,256
256.1.05,Non-infected,Helcococcus,0.58,1,256
256.1.05,Non-infected,Other,21.6,1,256
256.1.05,Non-infected,Peptococcus,0,1,256
256.1.05,Non-infected,Peptoniphilus,2.52,1,256
256.1.05,Non-infected,Porphyromonadaceae.Family.,0.18,1,256
256.1.05,Non-infected,Porphyromonas,0.63,1,256
256.1.05,Non-infected,Proteus,0,1,256
256.1.05,Non-infected,Ruminococcaceae.Family.,3.68,1,256
256.1.05,Non-infected,Rummeliibacillus,0.12,1,256
256.1.05,Non-infected,Solibacillus,0.35,1,256
256.1.05,Non-infected,Staphylococcus,0.75,1,256
256.1.05,Non-infected,Streptococcaceae.Family.,0.04,1,256
256.1.05,Non-infected,Weissella,0.02,1,256
256.1.11,Non-infected,Acinetobacter,0.47,1,256
256.1.11,Non-infected,Actinomyces,2,1,256
256.1.11,Non-infected,Actinomycetales.Order.,0.36,1,256
256.1.11,Non-infected,Aerococcaceae(Family),1.28,1,256
256.1.11,Non-infected,Aerococcus,6.43,1,256
256.1.11,Non-infected,Allobaculum,1.39,1,256
256.1.11,Non-infected,Anaerococcus,12.32,1,256
256.1.11,Non-infected,Arcanobacterium,0.63,1,256
256.1.11,Non-infected,Bacteroidales_S24-7(Family),0.27,1,256
256.1.11,Non-infected,Chlamydia,0,1,256
256.1.11,Non-infected,Clostridiaceae.otu1,0.38,1,256
256.1.11,Non-infected,Clostridiaceae(Family),7.5,1,256
256.1.11,Non-infected,Corynebacterium,27.68,1,256
256.1.11,Non-infected,Enterococcus,0.8,1,256
256.1.11,Non-infected,Erysipelotrichacea_PSB-M-3,0.81,1,256
256.1.11,Non-infected,Escherichia,0.05,1,256
256.1.11,Non-infected,Facklamia,7.86,1,256
256.1.11,Non-infected,Helcococcus,2.29,1,256
256.1.11,Non-infected,Other,5.6,1,256
256.1.11,Non-infected,Peptococcus,0.7,1,256
256.1.11,Non-infected,Peptoniphilus,8.48,1,256
256.1.11,Non-infected,Porphyromonadaceae.Family.,0.67,1,256
256.1.11,Non-infected,Porphyromonas,4.99,1,256
256.1.11,Non-infected,Proteus,0.02,1,256
256.1.11,Non-infected,Ruminococcaceae.Family.,0.31,1,256
256.1.11,Non-infected,Rummeliibacillus,0.11,1,256
256.1.11,Non-infected,Solibacillus,0.28,1,256
256.1.11,Non-infected,Staphylococcus,6.23,1,256
256.1.11,Non-infected,Streptococcaceae.Family.,0.02,1,256
256.1.11,Non-infected,Weissella,0.08,1,256
256.1.14,Non-infected,Acinetobacter,0.51,1,256
256.1.14,Non-infected,Actinomyces,5.16,1,256
256.1.14,Non-infected,Actinomycetales.Order.,1.39,1,256
256.1.14,Non-infected,Aerococcaceae(Family),0.38,1,256
256.1.14,Non-infected,Aerococcus,4.13,1,256
256.1.14,Non-infected,Allobaculum,2.76,1,256
256.1.14,Non-infected,Anaerococcus,3.62,1,256
256.1.14,Non-infected,Arcanobacterium,1.01,1,256
256.1.14,Non-infected,Bacteroidales_S24-7(Family),0.13,1,256
256.1.14,Non-infected,Chlamydia,0,1,256
256.1.14,Non-infected,Clostridiaceae.otu1,0.42,1,256
256.1.14,Non-infected,Clostridiaceae(Family),6.55,1,256
256.1.14,Non-infected,Corynebacterium,43.37,1,256
256.1.14,Non-infected,Enterococcus,3.24,1,256
256.1.14,Non-infected,Erysipelotrichacea_PSB-M-3,0.48,1,256
256.1.14,Non-infected,Escherichia,0.06,1,256
256.1.14,Non-infected,Facklamia,3.43,1,256
256.1.14,Non-infected,Helcococcus,0.17,1,256
256.1.14,Non-infected,Other,7.7,1,256
256.1.14,Non-infected,Peptococcus,0.4,1,256
256.1.14,Non-infected,Peptoniphilus,2.49,1,256
256.1.14,Non-infected,Porphyromonadaceae.Family.,0.67,1,256
256.1.14,Non-infected,Porphyromonas,1.58,1,256
256.1.14,Non-infected,Proteus,0.02,1,256
256.1.14,Non-infected,Ruminococcaceae.Family.,0.11,1,256
256.1.14,Non-infected,Rummeliibacillus,0.23,1,256
256.1.14,Non-infected,Solibacillus,0.27,1,256
256.1.14,Non-infected,Staphylococcus,8.81,1,256
256.1.14,Non-infected,Streptococcaceae.Family.,0,1,256
256.1.14,Non-infected,Weissella,0.86,1,256
256.1.16,Non-infected,Acinetobacter,0.73,1,256
256.1.16,Non-infected,Actinomyces,2.61,1,256
256.1.16,Non-infected,Actinomycetales.Order.,0.45,1,256
256.1.16,Non-infected,Aerococcaceae(Family),3.85,1,256
256.1.16,Non-infected,Aerococcus,5.62,1,256
256.1.16,Non-infected,Allobaculum,5.9,1,256
256.1.16,Non-infected,Anaerococcus,8.71,1,256
256.1.16,Non-infected,Arcanobacterium,1.38,1,256
256.1.16,Non-infected,Bacteroidales_S24-7(Family),0.48,1,256
256.1.16,Non-infected,Chlamydia,0,1,256
256.1.16,Non-infected,Clostridiaceae.otu1,0.52,1,256
256.1.16,Non-infected,Clostridiaceae(Family),7.31,1,256
256.1.16,Non-infected,Corynebacterium,23.28,1,256
256.1.16,Non-infected,Enterococcus,2.22,1,256
256.1.16,Non-infected,Erysipelotrichacea_PSB-M-3,0.94,1,256
256.1.16,Non-infected,Escherichia,0,1,256
256.1.16,Non-infected,Facklamia,6.89,1,256
256.1.16,Non-infected,Helcococcus,0.37,1,256
256.1.16,Non-infected,Other,11.1,1,256
256.1.16,Non-infected,Peptococcus,0.9,1,256
256.1.16,Non-infected,Peptoniphilus,5.97,1,256
256.1.16,Non-infected,Porphyromonadaceae.Family.,0.89,1,256
256.1.16,Non-infected,Porphyromonas,4.65,1,256
256.1.16,Non-infected,Proteus,0.69,1,256
256.1.16,Non-infected,Ruminococcaceae.Family.,0.36,1,256
256.1.16,Non-infected,Rummeliibacillus,0.09,1,256
256.1.16,Non-infected,Solibacillus,0.47,1,256
256.1.16,Non-infected,Staphylococcus,3.22,1,256
256.1.16,Non-infected,Streptococcaceae.Family.,0,1,256
256.1.16,Non-infected,Weissella,0.38,1,256
256.2.02,Non-infected,Acinetobacter,0.05,2,256
256.2.02,Non-infected,Actinomyces,1.04,2,256
256.2.02,Non-infected,Actinomycetales.Order.,0.3,2,256
256.2.02,Non-infected,Aerococcaceae(Family),0.89,2,256
256.2.02,Non-infected,Aerococcus,0.88,2,256
256.2.02,Non-infected,Allobaculum,14.9,2,256
256.2.02,Non-infected,Anaerococcus,1.77,2,256
256.2.02,Non-infected,Arcanobacterium,0.72,2,256
256.2.02,Non-infected,Bacteroidales_S24-7(Family),23.94,2,256
256.2.02,Non-infected,Chlamydia,0,2,256
256.2.02,Non-infected,Clostridiaceae.otu1,0.18,2,256
256.2.02,Non-infected,Clostridiaceae(Family),4.44,2,256
256.2.02,Non-infected,Corynebacterium,10.43,2,256
256.2.02,Non-infected,Enterococcus,0.17,2,256
256.2.02,Non-infected,Erysipelotrichacea_PSB-M-3,0.26,2,256
256.2.02,Non-infected,Escherichia,0.12,2,256
256.2.02,Non-infected,Facklamia,1.16,2,256
256.2.02,Non-infected,Helcococcus,0.07,2,256
256.2.02,Non-infected,Other,25,2,256
256.2.02,Non-infected,Peptococcus,0.1,2,256
256.2.02,Non-infected,Peptoniphilus,2.28,2,256
256.2.02,Non-infected,Porphyromonadaceae.Family.,0.3,2,256
256.2.02,Non-infected,Porphyromonas,1.23,2,256
256.2.02,Non-infected,Proteus,0.06,2,256
256.2.02,Non-infected,Ruminococcaceae.Family.,8.85,2,256
256.2.02,Non-infected,Rummeliibacillus,0,2,256
256.2.02,Non-infected,Solibacillus,0.02,2,256
256.2.02,Non-infected,Staphylococcus,0.85,2,256
256.2.02,Non-infected,Streptococcaceae.Family.,0,2,256
256.2.02,Non-infected,Weissella,0,2,256
256.2.05,Non-infected,Acinetobacter,1,2,256
256.2.05,Non-infected,Actinomyces,1.09,2,256
256.2.05,Non-infected,Actinomycetales.Order.,1.3,2,256
256.2.05,Non-infected,Aerococcaceae(Family),1.96,2,256
256.2.05,Non-infected,Aerococcus,11.48,2,256
256.2.05,Non-infected,Allobaculum,4.63,2,256
256.2.05,Non-infected,Anaerococcus,4.5,2,256
256.2.05,Non-infected,Arcanobacterium,1.37,2,256
256.2.05,Non-infected,Bacteroidales_S24-7(Family),0.84,2,256
256.2.05,Non-infected,Chlamydia,0,2,256
256.2.05,Non-infected,Clostridiaceae.otu1,0.24,2,256
256.2.05,Non-infected,Clostridiaceae(Family),2.54,2,256
256.2.05,Non-infected,Corynebacterium,43.16,2,256
256.2.05,Non-infected,Enterococcus,0.31,2,256
256.2.05,Non-infected,Erysipelotrichacea_PSB-M-3,0.62,2,256
256.2.05,Non-infected,Escherichia,0.01,2,256
256.2.05,Non-infected,Facklamia,6.91,2,256
256.2.05,Non-infected,Helcococcus,0.49,2,256
256.2.05,Non-infected,Other,10.4,2,256
256.2.05,Non-infected,Peptococcus,0.1,2,256
256.2.05,Non-infected,Peptoniphilus,1.73,2,256
256.2.05,Non-infected,Porphyromonadaceae.Family.,0.28,2,256
256.2.05,Non-infected,Porphyromonas,0.89,2,256
256.2.05,Non-infected,Proteus,0.01,2,256
256.2.05,Non-infected,Ruminococcaceae.Family.,0.58,2,256
256.2.05,Non-infected,Rummeliibacillus,0.01,2,256
256.2.05,Non-infected,Solibacillus,0.72,2,256
256.2.05,Non-infected,Staphylococcus,2.83,2,256
256.2.05,Non-infected,Streptococcaceae.Family.,0.01,2,256
256.2.05,Non-infected,Weissella,0,2,256
256.2.08,Non-infected,Acinetobacter,2.5,2,256
256.2.08,Non-infected,Actinomyces,1.33,2,256
256.2.08,Non-infected,Actinomycetales.Order.,0.28,2,256
256.2.08,Non-infected,Aerococcaceae(Family),1.05,2,256
256.2.08,Non-infected,Aerococcus,15.75,2,256
256.2.08,Non-infected,Allobaculum,4.9,2,256
256.2.08,Non-infected,Anaerococcus,6.13,2,256
256.2.08,Non-infected,Arcanobacterium,1.2,2,256
256.2.08,Non-infected,Bacteroidales_S24-7(Family),0.87,2,256
256.2.08,Non-infected,Chlamydia,0,2,256
256.2.08,Non-infected,Clostridiaceae.otu1,0.35,2,256
256.2.08,Non-infected,Clostridiaceae(Family),5.54,2,256
256.2.08,Non-infected,Corynebacterium,35.99,2,256
256.2.08,Non-infected,Enterococcus,0.99,2,256
256.2.08,Non-infected,Erysipelotrichacea_PSB-M-3,0.77,2,256
256.2.08,Non-infected,Escherichia,0.15,2,256
256.2.08,Non-infected,Facklamia,6.04,2,256
256.2.08,Non-infected,Helcococcus,0.53,2,256
256.2.08,Non-infected,Other,5.8,2,256
256.2.08,Non-infected,Peptococcus,0.1,2,256
256.2.08,Non-infected,Peptoniphilus,3.02,2,256
256.2.08,Non-infected,Porphyromonadaceae.Family.,0.39,2,256
256.2.08,Non-infected,Porphyromonas,3.08,2,256
256.2.08,Non-infected,Proteus,0.02,2,256
256.2.08,Non-infected,Ruminococcaceae.Family.,0.66,2,256
256.2.08,Non-infected,Rummeliibacillus,0.24,2,256
256.2.08,Non-infected,Solibacillus,1.38,2,256
256.2.08,Non-infected,Staphylococcus,0.92,2,256
256.2.08,Non-infected,Streptococcaceae.Family.,0.04,2,256
256.2.08,Non-infected,Weissella,0,2,256
256.2.11,Non-infected,Acinetobacter,2.99,2,256
256.2.11,Non-infected,Actinomyces,1.31,2,256
256.2.11,Non-infected,Actinomycetales.Order.,0.07,2,256
256.2.11,Non-infected,Aerococcaceae(Family),1.83,2,256
256.2.11,Non-infected,Aerococcus,14.48,2,256
256.2.11,Non-infected,Allobaculum,5.84,2,256
256.2.11,Non-infected,Anaerococcus,4.86,2,256
256.2.11,Non-infected,Arcanobacterium,0.41,2,256
256.2.11,Non-infected,Bacteroidales_S24-7(Family),0.67,2,256
256.2.11,Non-infected,Chlamydia,0,2,256
256.2.11,Non-infected,Clostridiaceae.otu1,0.71,2,256
256.2.11,Non-infected,Clostridiaceae(Family),7.26,2,256
256.2.11,Non-infected,Corynebacterium,16.05,2,256
256.2.11,Non-infected,Enterococcus,0.56,2,256
256.2.11,Non-infected,Erysipelotrichacea_PSB-M-3,0.79,2,256
256.2.11,Non-infected,Escherichia,2.99,2,256
256.2.11,Non-infected,Facklamia,5.95,2,256
256.2.11,Non-infected,Helcococcus,0.97,2,256
256.2.11,Non-infected,Other,9.5,2,256
256.2.11,Non-infected,Peptococcus,0.4,2,256
256.2.11,Non-infected,Peptoniphilus,3.44,2,256
256.2.11,Non-infected,Porphyromonadaceae.Family.,0.75,2,256
256.2.11,Non-infected,Porphyromonas,2.39,2,256
256.2.11,Non-infected,Proteus,0.11,2,256
256.2.11,Non-infected,Ruminococcaceae.Family.,0.49,2,256
256.2.11,Non-infected,Rummeliibacillus,0.04,2,256
256.2.11,Non-infected,Solibacillus,14.74,2,256
256.2.11,Non-infected,Staphylococcus,0.37,2,256
256.2.11,Non-infected,Streptococcaceae.Family.,0.07,2,256
256.2.11,Non-infected,Weissella,0,2,256
256.2.14,Non-infected,Acinetobacter,0.04,2,256
256.2.14,Non-infected,Actinomyces,0.1,2,256
256.2.14,Non-infected,Actinomycetales.Order.,0.05,2,256
256.2.14,Non-infected,Aerococcaceae(Family),0.08,2,256
256.2.14,Non-infected,Aerococcus,0.3,2,256
256.2.14,Non-infected,Allobaculum,0.24,2,256
256.2.14,Non-infected,Anaerococcus,0.51,2,256
256.2.14,Non-infected,Arcanobacterium,0.1,2,256
256.2.14,Non-infected,Bacteroidales_S24-7(Family),0.04,2,256
256.2.14,Non-infected,Chlamydia,0,2,256
256.2.14,Non-infected,Clostridiaceae.otu1,0.06,2,256
256.2.14,Non-infected,Clostridiaceae(Family),1.08,2,256
256.2.14,Non-infected,Corynebacterium,2.98,2,256
256.2.14,Non-infected,Enterococcus,0.04,2,256
256.2.14,Non-infected,Erysipelotrichacea_PSB-M-3,0.06,2,256
256.2.14,Non-infected,Escherichia,69.89,2,256
256.2.14,Non-infected,Facklamia,0.39,2,256
256.2.14,Non-infected,Helcococcus,0.1,2,256
256.2.14,Non-infected,Other,15.1,2,256
256.2.14,Non-infected,Peptococcus,0,2,256
256.2.14,Non-infected,Peptoniphilus,0.35,2,256
256.2.14,Non-infected,Porphyromonadaceae.Family.,0,2,256
256.2.14,Non-infected,Porphyromonas,0.33,2,256
256.2.14,Non-infected,Proteus,7.95,2,256
256.2.14,Non-infected,Ruminococcaceae.Family.,0.03,2,256
256.2.14,Non-infected,Rummeliibacillus,0.01,2,256
256.2.14,Non-infected,Solibacillus,0.08,2,256
256.2.14,Non-infected,Staphylococcus,0.13,2,256
256.2.14,Non-infected,Streptococcaceae.Family.,0,2,256
256.2.14,Non-infected,Weissella,0,2,256
256.2.16,Non-infected,Acinetobacter,0.04,2,256
256.2.16,Non-infected,Actinomyces,0.4,2,256
256.2.16,Non-infected,Actinomycetales.Order.,0.04,2,256
256.2.16,Non-infected,Aerococcaceae(Family),0.08,2,256
256.2.16,Non-infected,Aerococcus,0.76,2,256
256.2.16,Non-infected,Allobaculum,0.48,2,256
256.2.16,Non-infected,Anaerococcus,0.9,2,256
256.2.16,Non-infected,Arcanobacterium,0.64,2,256
256.2.16,Non-infected,Bacteroidales_S24-7(Family),0.08,2,256
256.2.16,Non-infected,Chlamydia,0,2,256
256.2.16,Non-infected,Clostridiaceae.otu1,0.04,2,256
256.2.16,Non-infected,Clostridiaceae(Family),0.72,2,256
256.2.16,Non-infected,Corynebacterium,7.84,2,256
256.2.16,Non-infected,Enterococcus,0.04,2,256
256.2.16,Non-infected,Erysipelotrichacea_PSB-M-3,0.12,2,256
256.2.16,Non-infected,Escherichia,65.2,2,256
256.2.16,Non-infected,Facklamia,1.34,2,256
256.2.16,Non-infected,Helcococcus,0.22,2,256
256.2.16,Non-infected,Other,7.9,2,256
256.2.16,Non-infected,Peptococcus,0,2,256
256.2.16,Non-infected,Peptoniphilus,0.72,2,256
256.2.16,Non-infected,Porphyromonadaceae.Family.,0.04,2,256
256.2.16,Non-infected,Porphyromonas,0.2,2,256
256.2.16,Non-infected,Proteus,11.74,2,256
256.2.16,Non-infected,Ruminococcaceae.Family.,0.06,2,256
256.2.16,Non-infected,Rummeliibacillus,0.04,2,256
256.2.16,Non-infected,Solibacillus,0.08,2,256
256.2.16,Non-infected,Staphylococcus,0.28,2,256
256.2.16,Non-infected,Streptococcaceae.Family.,0,2,256
256.2.16,Non-infected,Weissella,0,2,256
259.1.05,Non-infected,Acinetobacter,0.2,1,259
259.1.05,Non-infected,Actinomyces,2.39,1,259
259.1.05,Non-infected,Actinomycetales.Order.,0.29,1,259
259.1.05,Non-infected,Aerococcaceae(Family),5.72,1,259
259.1.05,Non-infected,Aerococcus,3.73,1,259
259.1.05,Non-infected,Allobaculum,18.24,1,259
259.1.05,Non-infected,Anaerococcus,3.11,1,259
259.1.05,Non-infected,Arcanobacterium,1.8,1,259
259.1.05,Non-infected,Bacteroidales_S24-7(Family),0.56,1,259
259.1.05,Non-infected,Chlamydia,0,1,259
259.1.05,Non-infected,Clostridiaceae.otu1,0.78,1,259
259.1.05,Non-infected,Clostridiaceae(Family),10.85,1,259
259.1.05,Non-infected,Corynebacterium,34.59,1,259
259.1.05,Non-infected,Enterococcus,0.16,1,259
259.1.05,Non-infected,Erysipelotrichacea_PSB-M-3,0.75,1,259
259.1.05,Non-infected,Escherichia,0.23,1,259
259.1.05,Non-infected,Facklamia,4.87,1,259
259.1.05,Non-infected,Helcococcus,0.2,1,259
259.1.05,Non-infected,Other,5.3,1,259
259.1.05,Non-infected,Peptococcus,0.2,1,259
259.1.05,Non-infected,Peptoniphilus,2.94,1,259
259.1.05,Non-infected,Porphyromonadaceae.Family.,0.88,1,259
259.1.05,Non-infected,Porphyromonas,1.14,1,259
259.1.05,Non-infected,Proteus,0.03,1,259
259.1.05,Non-infected,Ruminococcaceae.Family.,0.33,1,259
259.1.05,Non-infected,Rummeliibacillus,0.07,1,259
259.1.05,Non-infected,Solibacillus,0.1,1,259
259.1.05,Non-infected,Staphylococcus,0.56,1,259
259.1.05,Non-infected,Streptococcaceae.Family.,0,1,259
259.1.05,Non-infected,Weissella,0,1,259
259.1.08,Non-infected,Acinetobacter,0.16,1,259
259.1.08,Non-infected,Actinomyces,6.57,1,259
259.1.08,Non-infected,Actinomycetales.Order.,0.52,1,259
259.1.08,Non-infected,Aerococcaceae(Family),3.83,1,259
259.1.08,Non-infected,Aerococcus,1.84,1,259
259.1.08,Non-infected,Allobaculum,0.75,1,259
